zat_origen;total;prob;acum
0;81.471.661.521;0.00445908644105777;0.00445908644105777
7;14.826.856.089;0.000811499749921428;0.0052705861909792
9;539.838.500.452;0.00295463047246925;0.00822521666344845
11;51.155.738.308;0.00279984297377691;0.0110250596372254
12;8.379.401.438;0.000458619287231975;0.0114836789244573
16;2.622.223.448;0.000143518872748;0.0116271977972053
20;16.708.124.135;0.000914464838386594;0.0125416626355919
23;108.838.125;0.000595690082167474;0.0131373527177594
24;1.435.615.941;0.000785737697939233;0.0139230904156986
26;2.378.475.442;0.000130178118327406;0.014053268534026
27;1.918.072.503;0.00104979460728053;0.0151030631413066
28;2.512.325.991;0.00137503992834337;0.0164781030696499
33;274.518.190.414;0.0150248603974188;0.0315029634670688
40;18.580.117.695;0.0101692231802191;0.0416721866472879
41;1.362.535.162;7,46E+09;0.0417467605783077
42;3.062.667.911;0.00167625168070037;0.0434230122590081
46;672.508.256;0.00368075523420625;0.0471037674932144
47;24.885.550.012;0.00136202965012775;0.0484657971433421
52;74.707.779.015;0.00408888732877333;0.0525546844721154
53;5.443.622.725;0.00297938986760749;0.0555340743397229
54;489.518.137.681;0.00267921833142259;0.0582132926711455
55;1.584.172.824;0.000867045476661821;0.0590803381478073
56;8.405.766.128;0.000460062272799066;0.0595404004206064
59;5.285.805.114;0.00289301353058031;0.0624334139511867
62;2.951.527.368;0.00161542251886778;0.0640488364700545
63;34.414.579.898;0.00188357011177827;0.0659324065818328
65;1.312.726.379;0.000718478092644393;0.0666508846744772
67;7.759.289.259;0.000424679463768317;0.0670755641382455
68;1.889.053.254;0.00103391186506933;0.0681094760033148
69;3.239.871.827;0.00177323848131132;0.0698827144846261
75;5.751.686.501;0.00314799855692317;0.0730307130415493
76;3.252.049.398;0.00177990347877392;0.0748106165203232
77;8.405.766.128;0.000460062272799066;0.0752706787931223
83;2.296.675.965;0.00125701089972187;0.0765276896928442
86;2.077.270.591;0.00113692650349945;0.0776646161963436
87;63.130.583.262;0.00345524716919014;0.0811198633655338
88;4.807.397.973;0.00263117294013299;0.0837510363056668
89;201.522.185.268;0.011029661444541;0.0947806977502078
93;653.150.438;0.00357480651269894;0.0983555042629067
94;2.516.225.016;0.00137717393287774;0.0997326781957845
95;18.970.589.835;0.0010382935407585;0.100770971736543
99;4.923.709.121;0.00269483206446016;0.103465803801003
100;4.026.721.661;0.00220389514897159;0.105669698949975
101;3.864.779.477;0.00211526136104724;0.107784960311022
104;10.847.442.492;0.00593699488057739;0.113721955191599
106;2.839.083.173;0.00155387984550879;0.115275835037108
107;5.076.777.327;0.002778608969115;0.118054444006223
108;7.906.289.557;4,33E+09;0.118097716510925
110;58.474.201.398;0.00320039525078662;0.121298111761712
114;1.397.390.712;7,65E+09;0.121374593397908
115;4.872.036.012;0.00266655046869943;0.124041143866608
116;1.696.722.099;0.000928645662141532;0.124969789528749
120;3.211.302.756;0.00175760212938828;0.126727391658137
122;1.006.390.427;5,51E+08;0.126732899808853
123;2.185.913.698;0.000119638877495604;0.126852538686349
124;6.218.178.188;0.00340331761112359;0.130255856297473
125;3.997.910.854;0.0021881264907104;0.132443982788183
127;8.173.347.355;0.000447341587103164;0.132891324375286
130;1.163.009.401;0.000636535373650763;0.133527859748937
131;260.326.659.719;0.0142481331168095;0.147775992865746
134;157.986.342.379;0.00864686866601984;0.156422861531766
135;43.954.104.383;0.00240568496117578;0.158828546492942
136;27.358.569.216;0.00149738231380443;0.160325928806746
137;2.312.513.877;0.00126567926579363;0.16159160807254
138;32.646.026.163;0.00178677407456982;0.16337838214711
140;70.914.006.603;0.00388124753345079;0.167259629680561
143;29.468.861.256;0.00161288228577702;0.168872511966338
144;13.982.126.519;0.000765266224034925;0.169637778190373
146;60.440.290.992;0.00330800277083517;0.172945780961208
147;8.706.273.518;0.00047650956751689;0.173422290528725
148;7.821.558.122;0.00428087547481349;0.177703166003538
151;45.009.215.991;0.00246343306373317;0.180166599067271
152;83.842.165.088;0.00458882824473222;0.184755427312004
153;18.685.090.748;0.00102266767669719;0.185778094988701
155;62.926.906.912;0.00344409960654451;0.189222194595245
161;86.208.959.447;0.00471836703696943;0.193940561632215
164;49.614.078.204;0.00271546522158519;0.1966560268538
165;301.843.694;0.00165204329714972;0.19830807015095
166;1.972.349.287;0.00107950123987894;0.199387571390828
167;185.430.158.228;0.0101489166770527;0.209536488067881
168;66.127.134.286;0.00361925364446759;0.213155741712349
171;3.634.768.765;0.00198937247796451;0.215145114190313
172;2.566.288.121;0.000140457434530768;0.215285571624844
173;7.403.364.099;0.000405199057632519;0.215690770682477
175;56.229.418.048;0.00307753433433756;0.218768305016814
176;91.755.701.305;0.00502194991412335;0.223790254930938
178;14.750.492.599;0.000807320242636394;0.224597575173574
179;85.808.969.301;0.00469647487712774;0.229294050050702
180;549.099.413;0.00300531706557864;0.23229936711628
181;51.943.405.897;0.00284295339770346;0.235142320513984
183;8.375.686.265;0.00458415949319857;0.239726480007182
185;3.008.781.487;0.00164675869895315;0.241373238706135
186;2.067.359.251;0.00113150185387508;0.242504740560011
187;21.582.682.143;0.00118125791850587;0.243685998478516
189;485.412.721;0.00265674866833315;0.24634274714685
194;8.471.091.366;0.0046363763725815;0.250979123519431
195;1.529.417.422;0.000837076888066149;0.251816200407497
198;4.894.580.957;0.00267888971116572;0.254495090118663
201;34.523.017.063;0.0018895050673583;0.256384595186021
202;2.394.741.027;0.0013106836222541;0.257695278808275
203;310.553.333;0.00169971267377266;0.259394991482048
204;73.236.178.848;0.00400834407939285;0.263403335561441
207;3.728.004.797;0.00204040218797013;0.265443737749411
208;4.333.465.326;0.000237178131846248;0.265680915881257
211;25.081.529.736;0.00137275596297931;0.267053671844237
212;3.017.879.806;0.00165173836797326;0.26870541021221
213;3.766.716.033;0.00206158952407468;0.270766999736285
214;5.141.993.439;0.00028143028871386;0.271048430024998
215;4.139.673.276;0.00226571554216589;0.273314145567164
216;3.116.323.087;0.000170561809637517;0.273484707376802
217;5.093.787.445;0.00027879189040198;0.273763499267204
218;1.696.646.035;0.000928604030984793;0.274692103298189
219;196.109.881.047;0.00107334365742465;0.275765446955613
222;146.877.171.257;0.000803884431256128;0.276569331386869
224;432.890.709;0.00236928651622532;0.278938617903095
225;1.176.149.916;6,44E+08;0.279002990643814
226;2.922.306.464;0.00159942940735032;0.280602420051165
227;109.393.949.578;0.000598732207236603;0.281201152258401
228;1.168.816.771;0.000639713848759992;0.281840866107161
229;206.887.712;0.00113233261010993;0.282973198717271
230;5.146.789.614;0.000281692791754944;0.283254891509026
231;309.279.585;0.00169274122832759;0.284947632737354
232;1.303.332.739;0.000713336789279003;0.285660969526633
233;2.563.084.683;0.00140282104769672;0.287063790574329
234;4.133.914.064;0.00226256342477182;0.289326353999101
235;6.668.230.837;0.000364963929248525;0.28969131792835
236;1.488.057.451;0.000814439852998305;0.290505757781348
239;6.044.948.264;0.00330850584579649;0.293814263627144
240;2.142.274.684;0.00117250437981843;0.294986768006963
241;239.344.500.309;0.0130997428571469;0.30808651086411
242;20.018.068.001;0.00109562385169257;0.309182134715802
243;3.695.366.367;0.00202253860473722;0.31120467332054
245;1.521.389.827;8,33E+09;0.31128794164504
246;44.467.672.953;0.00243379346668908;0.313721735111729
247;77.285.667.716;0.0042299796833244;0.317951714795054
248;6.222.202.628;0.00340552025747962;0.321357235052533
251;4.118.418.437;0.00225408239726343;0.323611317449797
253;5.640.365.503;0.000308707062891487;0.323920024512688
254;81.099.267.861;0.00443870468513134;0.32835872919782
255;510.071.215.008;0.00279170891614844;0.331150438113968
256;3.381.065.075;0.0018505160138879;0.333000954127856
257;2.499.795.845;0.00136818196042054;0.334369136088277
258;177.733.626.411;0.00972767203778011;0.344096808126057
259;792.141.170.936;0.00433552708853726;0.348432335214594
261;13.310.957.942;0.00728531994666185;0.355717655161256
263;7.969.571.102;0.000436188556591718;0.356153843717848
264;3.174.220.459;0.000173730634007099;0.356327574351855
271;28.816.225.415;0.00157716238544332;0.357904736737298
273;82.605.080.376;0.000452112043611834;0.35835684878091
274;28.296.897.671;0.00154873867027042;0.35990558745118
275;103.428.134.762;0.00566080259971442;0.365566390050895
276;1.779.375.785.113;0.00973883469272165;0.375305224743616
277;38.971.024.659;0.00213295229785246;0.377438177041469
278;46.095.993.221;0.00252291428113162;0.3799610913226
280;2.838.153.479;0.00155337100773227;0.381514462330333
281;40.921.256.806;0.00223969191210915;0.383754154242442
282;1.053.699.378;5,77E+08;0.383759921323316
286;15.426.458.467;0.000844317036126849;0.384604238359443
287;89.578.843.969;0.00490280670714981;0.389507045066593
288;1.051.211.563;0.000575346462775676;0.390082391529368
289;2.664.964.811.811;0.0145858182297896;0.404668209759158
291;386.792.069;0.000211698060182805;0.404879907819341
292;3.313.743.953;0.00181366998709739;0.406693577806438
294;14.219.373.193;0.000778251149191346;0.407471828955629
295;1.016.475.758;0.000556334949544808;0.408028163905174
296;29.969.347.556;0.00164027477578645;0.409668438680961
298;2.378.475.442;0.000130178118327406;0.409798616799288
299;108.391.595.481;0.00593246148060162;0.41573107827989
301;1.556.291.574;0.000851785581194647;0.416582863861084
302;49.226.766.442;0.00269426697186064;0.419277130832945
304;80.491.031.126;0.00440541482547514;0.42368254565842
305;28.698.613.295;0.00157072526853904;0.425253270926959
306;134.228.816.422;0.00734657774411897;0.432599848671078
307;4.061.170.388;0.00222274953939516;0.434822598210473
309;71.792.153.517;0.00392931004898528;0.438751908259458
310;68.660.257.378;0.00375789589899134;0.44250980415845
311;3.814.807.529;0.00208791084043676;0.444597714998887
312;3.179.235.645;0.00174005123903027;0.446337766237917
313;151.600.328.986;0.00829735099077519;0.454635117228692
314;1.378.830.104;0.000754657816777665;0.45538977504547
315;1.524.093.572;0.000834163051904466;0.456223938097374
316;1.544.451.556;8,45E+09;0.456308468630613
317;21.339.660.841;0.0116795693786541;0.467988038009267
318;22.387.363.067;0.00122529951199493;0.469213337521262
319;1.036.606.872;0.000567353060112941;0.469780690581375
320;2.025.420.391;0.00110854798273901;0.470889238564114
321;1.744.435.591;0.000954760090307193;0.471843998654421
322;935.147.085.154;0.00511822345335386;0.476962222107775
323;2.768.853.363;0.000151544184293432;0.477113766292068
324;50.998.173.559;0.00279121917965343;0.479904985471722
325;2.301.412.811;0.000125960345833399;0.480030945817555
326;1.660.693.256;0.000908926446611984;0.480939872264167
327;68.472.516.438;0.00374762050918884;0.484687492773356
328;99.391.589.371;0.00543987541490326;0.490127368188259
330;1.805.071.315;9,88E+09;0.490226162896451
332;8.189.329.621;0.00448216324457079;0.494708326141022
334;5.767.721.985;0.000315677505760394;0.495024003646782
335;23.195.865.316;0.00126955025328061;0.496293553900063
336;91.629.688.982;0.00501505303942599;0.501308606939489
337;20.695.520.195;0.00113270199440299;0.502441308933892
339;8.721.803.413;0.00477359545815267;0.507214904392045
341;3.174.220.459;0.000173730634007099;0.507388635026052
342;23.214.660.848;0.00127057896560007;0.508659213991652
343;1.600.770.795;0.000876129836309512;0.509535343827961
344;30.425.836.192;0.00166525919674072;0.511200603024702
345;60.538.732.602;0.00331339065221861;0.514513993676921
346;16.312.167.866;0.000892793459684018;0.515406787136605
349;6.784.138.185;0.000371307741001432;0.515778094877606
351;94.146.649.042;0.00515281066295669;0.520930905540563
352;3.320.030.574;0.00181711076465584;0.522748016305219
353;579.657.507;0.000317256685535352;0.523065272990754
354;83.920.049.683;0.00459309100475268;0.527658363995507
355;74.856.458.208;0.000409702480088568;0.528068066475595
356;4.238.610.803;0.000231986578004262;0.5283000530536
357;1.001.528.896;0.000548154270712895;0.528848207324312
358;316.827.955;0.0017340547767329;0.530582262101045
359;9.767.766.992;5,35E+09;0.530635722797121
360;1.618.170.478;0.000885652986948094;0.531521375784069
362;30.953.576.422;0.00169414334197675;0.533215519126046
363;15.879.567.132;0.00869116465360368;0.541906683779649
364;74.974.595.313;0.00410349065113663;0.546010174430786
365;2.661.119.139;1,46E+09;0.546024739200976
367;284.614.131;0.00155774288725953;0.547582482088236
368;1.660.693.256;0.000908926446611984;0.548491408534848
369;6.064.180.638;0.00331903206025335;0.551810440595101
370;265.196.339.952;0.0014514659227777;0.553261906517879
371;23.566.566.931;0.00128983940062663;0.554551745918506
374;3.863.613.702;0.00211462331201292;0.556666369230518
378;1.395.516.171;0.000763790392906004;0.557430159623424
381;313.252.597.677;0.00171448622115997;0.559144645844584
382;60.672.630.785;0.00332071913381762;0.562465364978402
384;118.559.688.227;0.00648897896961122;0.568954343948013
385;331.662.516;0.0018152469220497;0.570769590870063
386;35.712.321.734;0.00195459779081252;0.572724188660875
389;79.668.830.194;0.00436041433132465;0.5770846029922
390;1.703.638.725;9,32E+09;0.577177846117445
391;599.123.128;0.00327910560152294;0.580456951718968
392;8.712.586.044;0.00476855063098665;0.585225502349955
393;1.360.238.427;0.000744482266987772;0.585969984616942
395;1.839.062.452;0.0010065510253351;0.586976535642277
399;2.999.330.284;0.0016415858903517;0.588618121532629
401;121.547.647;0.000665251517597286;0.589283373050226
402;18.089.052.696;0.00990045472283908;0.599183827773065
405;101.008.437;0.000552836831176006;0.599736664604241
406;5.429.016.263;0.00029713954956455;0.600033804153806
407;1.231.869.183;0.000674223535953829;0.60070802768976
409;28.080.726.274;0.0153690723186212;0.616077100008381
410;1.584.665.611;0.000867315187600448;0.616944415195982
411;14.670.342.605;0.00802933493368931;0.624973750129671
412;4.328.083.856;0.00236883594586764;0.627342586075538
414;30.867.905.411;0.00168945441779858;0.629032040493337
415;3.418.915.294;0.00187123210033845;0.630903272593676
416;1.526.871.641;0.000835683537626613;0.631738956131302
417;66.736.136.796;0.00365258541632806;0.63539154154763
418;141.316.296;0.000773448788977603;0.636164990336608
420;7.480.939.578;0.000409444899193984;0.636574435235802
421;51.654.088.711;0.00282711856241014;0.639401553798212
423;742.977.254;0.00406644437768313;0.643467998175895
425;49.906.410.944;0.00273146510341988;0.646199463279315
427;8.474.290.982;0.000463812757834505;0.646663276037149
429;18.279.433;0.00100046531909152;0.647663741356241
430;7.951.798.882;0.000435215851926685;0.648098957208168
431;27.377.237.149;0.00149840404240759;0.649597361250575
432;1.049.778.199;0.000574561957604408;0.65017192320818
433;94.426.360.943;0.00516811978421267;0.655340042992392
434;4.533.692.687;0.000248136925295351;0.655588179917688
437;8.097.723.395;0.0044320255558767;0.660020205473564
438;3.576.906.236;0.00195770330445162;0.661977908778016
439;1.716.320.138;0.000939372011444436;0.662917280789461
440;2.452.614.342;0.000134235869913333;0.663051516659374
441;163.664.239;0.000895762987260089;0.663947279646634
442;37.078.308.747;0.00202936064767115;0.665976640294305
443;447.654.717.082;0.00245009251308982;0.668426732807395
446;59.965.678.515;0.00328202640038393;0.671708759207779
451;1.052.562.756;0.000576085994322359;0.672284845202101
452;725.618.343;0.000397143602357994;0.672681988804459
453;10.695.341.435;0.000585374731347525;0.673267363535807
454;7.733.393.089;0.00423262121119762;0.677499984747004
456;31.821.682.274;0.001741656292637;0.679241641039641
457;160.687.508.934;0.00879470823300025;0.688036349272642
458;32.331.929.085;0.00176958299247406;0.689805932265116
459;67.396.501.428;0.0036887283269025;0.693494660592018
466;6.375.752.205;0.000348956062489674;0.693843616654508
468;71.464.037.813;0.000391135170298509;0.694234751824806
475;4.986.309.304;0.000272909423881769;0.694507661248688
476;1.608.629.127;0.000880430838770533;0.695388092087459
477;3.081.688.607;0.00168666204008788;0.697074754127546
479;2.398.545.326;0.00131276578159294;0.698387519909139
483;1.838.641.822;0.00100632080718382;0.699393840716323
492;223.680.954;0.00122424495890166;0.700618085675225
500;3.339.727.693;0.00182789134217459;0.702445977017399
501;51.760.176.503;0.00283292493269936;0.705278901950099
502;52.416.349.967;0.00286883845332334;0.708147740403422
503;33.250.343.884;0.00181984943973968;0.709967589843162
504;13.807.525.025;0.00755709979078719;0.717524689633949
505;6.656.279.021;0.00364309785468017;0.721167787488629
506;271.355.564;0.001485176432576;0.722652963921205
507;6.329.536.422;0.000346426591904555;0.72299939051311
511;2.224.021.147;0.00121724564788178;0.724216636160991
513;30.920.792.176;0.00169234900288891;0.72590898516388
514;24.709.930.436;0.00135241768376416;0.727261402847644
515;17.733.944.535;0.00097060978193143;0.728232012629576
516;3.334.772.029;0.00182517902064631;0.730057191650222
517;1.487.101.298;0.000813916533748607;0.730871108183971
519;56.698.980.028;0.00310323428226012;0.733974342466231
520;3.216.025.239;0.00176018682687944;0.73573452929311
521;26.993.417.272;0.00147739690965262;0.737211926202763
522;2.041.233.289;0.00111720265821135;0.738329128860974
523;74.268.114.484;0.00406482372049291;0.742393952581467
524;4.625.388.492;0.000253155596980007;0.742647108178447
526;1.890.353.623;0.00103462357975245;0.7436817317582
527;183.502.942;0.00100434367642729;0.744686075434627
528;12.197.885.192;0.000667611577495651;0.745353687012123
530;15.160.601.783;0.00829766235115095;0.753651349363273
532;3.587.849.568;0.001963692781336;0.75561504214461
537;6.465.761.322;0.000353882418791894;0.755968924563401
539;48.907.019.082;0.00267676663995477;0.758645691203356
540;7.068.535.826;0.0038687332099792;0.762514424413335
541;5.240.456.347;0.000286819335774067;0.762801243749109
543;7.756.375.944;0.00424520012946123;0.767046443878571
544;8.657.928.431;0.00473863556401996;0.771785079442591
547;2.322.182.723;0.0012709711942132;0.773056050636804
548;13.383.375.284;0.00732495522373625;0.78038100586054
550;2.222.864.316;0.00121661249405499;0.781597618354595
551;5.298.049.966;0.00289971535211023;0.784497333706705
553;13.335.440.414;0.00729871963152168;0.791796053338227
554;1.688.061.311;0.000923905461485415;0.792719958799712
557;12.738.005.307;0.00697173295476796;0.79969169175448
560;1.074.899.968;0.00588311540886738;0.805574807163348
561;2.356.600.884;0.0012898088553307;0.806864616018678
562;6.972.738.878;0.003816301865884;0.810680917884562
563;6.978.207.245;0.00381929479872582;0.814500212683288
565;7.973.056.848;0.00436379337563106;0.818864006058919
566;2.141.406.949;0.00117202945328561;0.820036035512205
567;8.228.776.032;0.00450375295480312;0.824539788467008
568;23.747.457.207;0.0129973984161399;0.837537186883148
569;3.320.030.574;0.00181711076465584;0.839354297647804
571;1.978.555.309;0.00108289790419589;0.840437195552
572;7.636.784.087;0.000417974541575416;0.840855170093575
573;82.128.379.762;0.00449502977827919;0.845350199871854
574;1.688.430.878;0.000924107731964254;0.846274307603819
575;23.222.451.566;0.00127100536521377;0.847545312969032
576;5.208.140.752;0.00285050646774616;0.850395819436779
577;22.119.274.639;0.00121062656373314;0.851606446000512
581;6.465.761.322;0.000353882418791894;0.851960328419304
582;57.110.583.525;0.00312576206110126;0.855086090480405
587;1.714.815.791;0.000938548656036541;0.856024639136441
588;12.799.136.979;0.000700519138738678;0.85672515827518
590;23.103.404.872;0.00126448973156696;0.857989648006747
592;16.763.805.202;0.000917512360509601;0.858907160367257
593;8.213.366.141;0.000449531885210613;0.859356692252467
594;2.537.168.899;0.00138863688612613;0.860745329138593
595;22.519.702.161;0.00123254266192781;0.861977871800521
596;4.968.568.712;0.000271938450272459;0.862249810250794
602;7.975.268.783;0.00436500400631944;0.866614814257113
603;5.698.323.671;0.000311879214732416;0.866926693471846
615;1.234.384.102;0.000675599995081322;0.867602293466927
616;2.540.259.507;0.00139032842990591;0.868992621896833
618;32.353.040.297;0.00177073844600755;0.87076336034284
620;393.160.604;0.00215183670705255;0.872915197049893
627;6.427.446.871;0.00351785401918037;0.876433051069073
628;35.013.161.133;0.00191633150904242;0.878349382578116
631;4.707.372.836;0.00257642743429269;0.880925810012408
634;41.224.643.907;0.00225629681844351;0.883182106830852
636;2.303.327.881;0.00126065160961889;0.884442758440471
654;1.013.553.218;0.000554735392319123;0.88499749383279
656;2.182.706.986;0.00119463368542766;0.886192127518218
657;7.932.204.396;0.000434143411458295;0.886626270929676
661;918.085.613;0.000502484303404478;0.88712875523308
662;24.128.003.788;0.00132056782115741;0.888449323054238
663;1.068.440.273;0.000584776036902885;0.889034099091141
677;3.727.100.116;0.00203990704024572;0.891074006131386
689;3.765.998.809;0.00206119697484298;0.893135203106229
705;6.478.061.741;0.000354555642223923;0.893489758748453
709;469.928.965;0.0025720033653072;0.89606176211376
710;8.647.541.614;0.00473295067752252;0.900794712791283
713;7.693.016.768;0.00042105225449682;0.90121576504578
715;3.589.830.048;0.00196477673265722;0.903180541778437
720;28.140.234.277;0.00154016420888159;0.904720705987319
728;6.410.451.865;0.00350855235533733;0.908229258342656
732;1.955.824.329;0.000107045684152236;0.908336304026808
755;2.317.693.607;0.00126851422256021;0.909604818249368
763;103.004.756;0.000563763034003761;0.910168581283372
835;2.661.310.833;0.00145658193650704;0.911625163219879
836;940.147.573;0.00051455919973807;0.912139722419617
838;8.090.447.696;0.00442804343864054;0.916567765858258
841;4.088.606.999;0.0022377660761657;0.918805531934423
842;3.027.301.153;0.00165689483586405;0.920462426770288
844;4.110.382.708;0.000224968430232355;0.92068739520052
846;395.494.688;0.00216461155676395;0.922852006757284
847;2.947.464.031;0.000161319858350377;0.923013326615634
848;45.010.408.987;0.00246349835848951;0.925476824974124
850;31.309.886.337;0.00171364480642622;0.92719046978055
851;28.278.465.793;0.00154772986137002;0.92873819964192
852;4.659.707.189;0.00255033919253182;0.931288538834452
854;30.952.452.694;0.00169408183837912;0.932982620672831
855;8.509.351.502;0.000465731681377118;0.933448352354208
941;2.322.358.181;0.000127106722544347;0.933575459076752
942;1.363.619.566;0.000746332823462104;0.934321791900214
946;16.749.033.636;0.000916703886882893;0.935238495787097
947;12.796.139.134;0.00700355061441832;0.942242046401516
951;196.671.698.094;0.0107641858032405;0.953006232204756
955;36.359.202.171;0.00199000268782532;0.954996234892581
956;1.334.008.147;0.000730125976259247;0.955726360868841
962;3.400.250.303;0.00186101642451489;0.957587377293356
963;17.610.689.121;0.000963863797682505;0.958551241091038
966;3.645.256.497;0.000199511259700537;0.958750752350739
974;4.319.479.237;0.000236412648748701;0.958987164999487
975;2.696.950.796;0.00147608831121528;0.960463253310703
981;3.250.507.509;0.000177905957597322;0.9606411592683
985;17.834.813.491;0.00976130516204258;0.970402464430343
987;3.251.389.898;0.00177954252289638;0.972182006953239
990;7.305.437.689;0.00399839374045608;0.976180400693695
991;3.494.046.358;0.00191235264489716;0.978092753338592
993;337.495.621;0.00184717252529527;0.979939925863887
995;56.967.660.595;0.00311793963932439;0.983057865503212
996;9.343.881.967;0.000511406992419743;0.983569272495632
997;48.238.643.298;0.00264018526502851;0.98620945776066
998;2.310.159.353;0.00126439059365321;0.987473848354313
1001;1.111.820.025;0.000608518533416202;0.988082366887729
1003;3.173.290.345;0.00173679727242113;0.989819164160151
1017;4.139.713.869;0.000226573775942432;0.990045737936093
1020;1.482.004.713;0.000811127083693837;0.990856865019787
1021;1.334.008.147;0.000730125976259247;0.991586990996046
1025;1.565.007.965;0.00085655621434456;0.992443547210391
1028;3.372.055.663;0.00184558500522291;0.994289132215614
1035;46.611.922.334;0.00255115198328934;0.996840284198903
1045;4.020.926.809;0.00220072352518257;0.999041007724085
1046;1.362.535.162;7,46E+09;0.999115581655105
1048;1.615.914.672;0.000884418344894591;1
